Torque cutting wheel (MN*m),Pressure force cutting wheel (kN),Thrust force (kN),Torque screw (kN*m),Cutting wheel speed of rotation (rpm),Thrust pressure (bar),Earth pressure (bar),Pressure foam lance (bar),Excavated material flow (t/h),Penetration rate (mm/rpm)
6.716126418,6288.783282,25603.4702,13.35758242,2.123820717,212.443956,2.135230796,3.566703297,93.91428571,5.129427623
7.507288694,12310.73034,33412.05637,5.390505689,2.017273954,209.5586854,1.898487921,1.924585062,83.52465234,4.315363823
7.821686508,8961.133581,34580.62969,11.44390785,2.002580645,291.1604096,2.396016097,1.681228669,130.8208191,6.73571619
7.380756303,12547.52798,26605.99757,4.976654501,2.075254403,203.998818,2.45567724,2.056687612,102.4501217,5.223555961
2.042110689,5803.266413,38614.31905,1.069218665,3.755327103,328.2754342,2.089148408,1.866687345,63.30173565,2.917796526
7.326247619,7372.784762,35957.76623,14.5051046,2.041029703,272.7814776,2.542884139,1.759550147,113.9719764,6.120520863
4.979034296,4603.595794,21125.4668,16.03301333,1.825137845,184.3504274,1.907674166,1.526661631,151.832998,7.556884921
4.827155556,13706.63162,28255.30698,5.949580547,2.342136964,214.6517467,2.124029163,1.256101305,72.97674419,3.213917342
6.905804749,10501.46648,30040.58137,6.058438454,2.123466667,221.9136442,2.071809101,1.156092437,90.55944056,4.584508159
7.723950413,13261.48709,28675.51796,9.475306122,2.283637847,228.7079327,1.893712051,1.306688742,78.54753656,4.173819957
7.786356142,13167.57873,31647.25787,4.329281768,1.164166667,277.471555,2.280453972,1.366463944,90.42708333,12.00609245
4.328589744,1925.305556,14090.47091,20.27600719,1.859568345,122.5962963,1.974815238,3.275331126,180.637037,10.95356416
7.87381558,9112.306011,32140.8725,13.08545676,2.014108984,273.4229137,2.280453972,1.681228669,130.8208191,7.134066667
6.152392777,10519.96413,33241.11865,1.191525886,2.173551515,242.176,2.449199088,1.499260563,72.51848982,3.807538298
3.191064774,6310.958955,36127.64106,2.69744403,2.943227612,317.0,2.175421109,1.384273772,88.61026616,3.827134146
5.243606089,14524.52053,33971.17898,10.54655035,2.18481441,229.5284327,2.065396005,2.08446558,50.03549383,4.132075594
7.087181373,8527.144608,34977.1878,15.18649856,2.125682159,290.70317,2.265747221,1.362721755,87.22421525,5.078025094
6.052121923,7190.219512,24192.47076,15.26560748,2.053868379,191.6792453,1.984944126,2.21502193,149.7509579,8.242395349
7.505134831,12235.97539,37326.36093,8.581824513,2.077938719,288.4941785,2.319162135,1.997248062,130.0553633,6.890314879
5.919539347,11340.19346,37518.03728,-0.090832562,2.203811286,261.6900338,2.231182494,1.499666667,80.06567993,3.883607325
2.519093264,1869.296364,14090.47091,2.923836735,0.201396648,191.4692737,1.649984038,0.433863636,27.1755102,280.1703128
5.648643617,4317.132797,27443.28037,19.73319372,0.404038801,222.916,1.902351296,1.071340388,131.1078767,82.80438138
3.524220251,8289.229323,40131.28899,0.355056391,2.238919926,282.4075887,2.72845293,2.138085782,60.43548387,6.804699338
7.607680851,11897.26597,36124.47568,7.760956887,1.983733906,330.3298969,2.246313862,1.932861635,90.16409266,5.57363029
6.875214626,11609.18601,26651.25053,12.43467304,1.955957684,195.6925532,2.01377551,4.037222546,35.02942263,5.853051008
6.437034632,5533.114286,22676.03556,13.10923596,2.139294118,163.5105882,2.16054717,1.689386792,158.7752809,8.875528868
6.558617021,8179.351064,43487.31516,8.303723404,2.122566489,314.9891658,2.171466565,2.704232456,59.7834873,3.090596923
7.555172414,10120.56766,34625.80099,6.11297006,2.104232476,241.0601685,2.201281415,1.926382064,112.6503165,5.62538292
7.811416309,6199.021459,21601.41591,31.98497727,1.69025,211.8841463,2.309590734,3.721106942,114.2532374,7.31526284
7.272633229,7037.918167,30612.73441,20.07642032,2.032725173,212.0018083,2.70182064,3.332768139,122.3911672,6.285585174
6.788,8994.388596,39423.43571,4.971780702,1.83372035,316.893617,2.290116801,2.355826087,72.39912281,10.26326444
6.073318486,9023.823038,31837.23539,14.71981935,2.100644783,250.1649928,2.116386655,1.264160839,92.2544407,5.481804261
6.030701754,6097.028953,24521.36782,25.87198218,0.39544586,182.9504587,1.795787216,1.12528626,176.997543,61.00949351
7.966964912,10119.38246,35790.88949,18.86900612,1.936964912,310.5173797,2.265651118,1.937534819,96.70719603,5.597725806
6.6891875,6609.880435,21836.15344,9.643888889,2.14021164,163.2282353,2.066020168,1.582450331,210.5987261,10.36304233
7.644846797,8995.183844,30414.9548,10.1024767,2.053051471,233.8915441,2.751986175,2.166217472,103.7175141,6.158983895
7.661819961,8810.594912,41145.46967,10.60131627,2.075557587,341.5845324,2.998152206,1.994593203,140.4464286,7.035141935
7.40176,7845.386842,31802.93684,14.05727634,2.084868421,255.8356436,2.309574398,1.693204868,167.263048,8.070299083
7.404137291,7038.362,34507.81,27.58188,2.029553806,291.1604096,2.30423199,1.872105788,158.186,8.102984496
5.882406015,12404.44763,25112.13499,9.659387122,2.193793638,201.9318275,1.835249506,1.256201976,59.27164887,3.658669683
3.101293008,9536.711283,39813.31195,1.67125,2.757068584,342.5582192,2.809331243,1.894356343,45.47857889,4.755537037
7.572,11304.40938,40018.42744,9.30106383,1.510931436,293.1109589,2.234919608,2.533408797,120.244898,7.83833662
7.933194444,7127.178862,24455.3252,37.63117886,1.5306,181.8252033,2.063902439,2.615650407,216.6371951,13.55293898
7.35924773,10824.13134,28009.37788,5.719477912,2.095209302,205.412604,2.643378456,2.159002677,123.5691057,5.969444961
7.792562814,8825.427526,32335.95608,17.23803256,1.645452716,219.0035211,2.578514198,3.60729572,94.8525641,8.811397709
7.154772727,11103.73878,32414.46967,9.19188579,2.118897742,282.0900474,2.685354266,1.733083977,109.062417,5.27470415
5.982177914,9942.264929,38431.09989,7.368325041,2.736080347,310.7653846,2.198151078,1.667320261,120.007622,6.488399676
7.785514834,13430.97001,44320.52514,12.59359844,1.975646688,291.7754717,2.191810802,2.525159963,92.76666667,4.108588987
6.657435099,13628.21184,30947.95396,6.424120425,2.152402464,284.8689492,1.958037317,1.366463944,96.47933884,4.173819957
7.618069666,7788.65037,32849.46931,20.50171852,2.091241722,249.6876356,2.325295615,1.64059633,211.5958904,11.39889595
5.125362319,6240.095238,25937.19669,12.75956522,0.33010352,257.8840304,1.727548924,1.039795009,144.6542443,176.9266183
3.101293008,7580.00333,42141.30129,2.011138528,2.237253052,338.127081,2.618690344,1.352663707,43.41433892,2.198807436
5.324035477,7562.385809,45347.96844,11.21273245,2.323606853,343.412083,2.365959036,1.793349865,68.41659152,3.161241659
6.797941176,5919.663399,18675.10145,16.47634146,0.402285714,190.9512195,2.005593709,1.183027523,189.4189944,40.34037615
6.162209677,11435.67149,33686.89918,1.191525886,2.185586979,242.176,2.206481591,1.264160839,77.69463415,3.883607325
7.739749478,7230.540541,26316.46101,24.53818807,2.076401869,177.8738318,2.086963696,3.224065421,129.1129707,7.866305439
7.255826923,7834.795229,23865.72167,13.83089474,1.899363817,206.5467197,1.984944126,1.264032452,194.619883,8.686480519
7.911973684,10220.70865,35190.7449,7.407010178,2.014123989,236.1671159,3.018506122,2.77572601,87.52719201,5.313631258
8.270593472,9952.609898,39096.79504,10.80035644,1.962152778,287.030205,2.42782872,2.239059406,92.78852285,4.741447396
7.248954802,5387.430636,29445.17919,23.22404624,2.046622889,284.5547653,1.754629531,1.600888325,131.9080882,7.487473198
6.531864078,12239.64244,30291.1145,15.28026961,2.079415449,277.3508914,1.9940886,1.17046981,84.16720955,4.360012075
6.992160149,8775.22187,31577.87108,17.46080488,2.169490969,281.4742152,1.771520075,1.600888325,115.8789625,7.808854291
7.913357879,8373.755233,37025.9372,16.31511424,2.018149688,312.8,2.265747221,2.010400391,129.2327747,7.134066667
7.316457399,10521.17724,39191.75504,11.79650289,2.039026764,252.2130996,2.33562954,1.825688705,153.0055046,7.481855238
6.905804749,7742.59761,24396.79681,20.33784861,0.387968127,191.4938272,2.370967558,1.721416938,251.498008,100.6573187
6.822429078,9970.231383,36850.02997,7.990985577,2.137148047,326.5994475,2.22178816,1.829349736,115.8789625,6.349893987
6.442737307,14531.35335,29872.94655,7.039553782,1.850409474,215.1443696,2.201205402,2.09933281,65.15634454,3.645767227
6.39237234,11663.10994,26094.67967,2.748661258,2.171443548,202.5927075,2.013852433,1.229665269,65.54942339,2.839010204
6.128962963,6097.028953,20735.02227,25.87198218,1.74908686,184.3504274,2.103517613,1.883823529,101.8301887,7.395944046
6.878482003,11599.77308,33121.62639,3.772248744,2.079389671,273.0471204,2.046970325,1.530524239,97.70726257,4.099555781
7.924699074,12314.4537,33361.89048,9.637650463,2.079415449,209.5586854,1.898487921,2.077010659,82.07919654,4.697571765
7.725152582,12304.48463,27096.71631,14.06785393,1.782909699,195.6878484,2.364632178,1.692683946,156.8864542,10.96542118
7.739847973,12343.45511,27096.71631,14.06785393,1.782909699,181.0928962,2.364632178,1.692683946,148.471243,10.19974777
6.758697248,13532.19849,28375.52361,34.34607918,1.759462366,193.7678571,1.979195023,1.614993726,96.40172786,7.915200669
7.827307692,10890.13578,39786.67055,9.125870607,1.979124424,337.2337821,2.422638871,1.92115651,82.93690852,4.132699179
7.551021992,8865.525368,23952.99471,12.71503606,0.450159817,233.5517891,1.755021492,1.114097104,140.3123732,35.77529735
5.065961194,9584.799841,43222.28197,0.960444797,2.919174664,328.2934615,2.279675539,1.924889746,80.11877395,4.310869989
4.375404858,13965.22772,27008.98216,0.418196949,2.206272945,221.0908584,1.933264969,1.132237354,65.01755786,3.775109497
7.926917404,7127.178862,33077.84323,18.82821981,2.047181688,223.1765677,2.70182064,1.858456562,116.5397412,7.388186131
6.895082459,8982.517241,31365.83622,15.64002882,1.978858696,336.7571235,1.94909691,1.253061224,92.90521327,4.584363229
7.187802419,8844.559367,31903.49868,21.44759894,2.104155844,230.1899736,3.029675839,2.441964286,170.2058047,10.75391731
7.340808436,11510.0949,39225.81181,25.94969871,1.699396825,264.4942717,2.275359418,1.439620939,112.7440382,6.782789826
6.589176115,11485.10204,32799.23658,10.40589825,1.955957684,278.8708241,1.918575175,1.839586645,73.74307036,8.151498413
5.455447005,5670.99162,18186.17318,21.17733753,2.197545272,153.9469274,1.967986117,1.403212291,129.0716981,5.232417437
7.119344609,6119.131234,24521.36782,25.87198218,0.403931398,183.0916335,1.555274235,1.120391061,159.9623529,42.81369109
8.066116071,8565.768902,23953.36198,15.81899676,0.450159817,233.5517891,1.602808571,1.007006048,140.3123732,42.3775913
6.210961538,10147.33037,29484.62292,2.357071865,2.151164021,200.7958333,2.709541814,1.989166667,60.51023192,2.959365834
7.807809388,12719.8327,35327.27665,9.442598039,2.037203883,235.4391892,2.655095746,1.757986111,119.0935143,7.563127072
8.369713071,9723.134844,34667.06987,14.80751891,1.951287879,300.8330684,2.199457716,1.286820652,127.8454545,7.417717668
8.07145488,9327.031308,34774.53115,12.6244359,1.980598291,244.6636569,3.08738149,2.037037037,171.3392405,10.7814539
7.575967302,8621.46594,37258.86649,1.041689373,2.02147139,237.742586,2.318479448,2.021551724,95.67690418,7.045390424
7.953887972,9243.358273,35513.8592,13.96939344,2.032730375,244.6636569,3.039652803,2.037037037,171.3392405,10.78682278
6.671546635,13934.55339,32583.00205,0.53813,2.152402464,259.4722793,2.983244353,1.722946612,83.57700205,3.964882
6.472044444,7656.835796,35150.50411,8.078694779,2.136198738,242.2382496,2.206481591,1.941086957,138.6121739,6.290413146
4.774013072,7827.760784,40323.50327,7.326535948,2.118527529,323.9738562,2.889812841,2.008597464,44.35404789,2.263820061
8.137385621,10585.04906,34997.08318,7.368641509,1.973811321,273.0588785,2.198178018,1.979919825,76.47073791,4.328882214
7.187802419,8088.413306,27422.18347,6.328971774,1.79741784,215.0189125,2.643378456,2.623342541,105.5034965,10.26326444
7.225136,12275.3552,27633.5216,16.6016537,2.040426966,212.0271739,2.384553744,1.25505618,82.90601901,4.268294485
7.427504119,12550.53456,25553.72957,21.90551389,0.4295,191.7081712,1.589661491,1.320509222,144.775378,40.757634
3.940886076,8822.598784,38625.72523,3.17856535,2.377045593,299.3677812,2.72845293,1.48212766,48.78732106,2.263820061
4.928428805,9356.824376,39863.09117,5.092281977,2.919174664,287.1698656,2.910285166,1.771179966,60.56831395,4.755537037
5.648932347,11538.53458,29744.60359,9.654711816,2.208551797,242.2653374,1.898454058,1.402758881,87.32051282,3.667873454
7.272716858,4703.288401,30303.27486,18.69943942,2.078669656,212.0018083,2.201074646,1.210592532,136.2101313,7.091925734
7.91976431,9475.752525,33953.86768,15.73688552,2.043199105,271.6127367,2.287329773,1.490293638,74.91067762,5.467963104
6.435581531,13452.15444,36787.83977,4.558125,2.174710821,269.1322674,2.643229018,2.020991561,89.48538388,4.132808903
7.087181303,8527.144608,34977.1878,11.22536765,2.012183099,236.6073171,2.655095746,2.142745377,125.9576271,7.768315603
7.910732143,11991.58289,33426.66877,9.637650463,2.056884876,209.5586854,1.898487921,1.757986111,78.54753656,4.697571765
8.143443709,13306.22199,31054.87942,2.444491264,1.959558068,228.7104294,2.117390002,1.653014417,75.0672994,4.86893047
4.738155136,5646.083857,24702.79283,5.819785276,2.155854617,188.2876404,1.8337539,1.833665644,48.2552381,6.897279483
7.024596413,6195.924779,34284.2263,12.7869419,2.116883117,333.2051756,1.94909691,1.626760057,154.8138075,7.868333333
6.895082459,9906.480198,36055.59615,7.990985577,2.116142649,332.4111922,1.771328086,1.284375,87.22421525,4.140033578
4.703390805,5646.083857,24702.79283,5.819785276,2.178077544,188.2876404,1.8337539,1.987802908,60.90424242,6.897279483
6.327431118,14050.68563,37357.62867,3.594267352,2.173271795,269.1322674,2.866813762,1.933636935,73.02186421,4.746349091
5.293392645,12783.46973,26506.22032,4.269987981,2.152974068,199.5005587,2.192203684,1.555388889,78.97047789,4.061448276
7.106674419,11052.77291,36401.93723,3.104959184,2.201104718,256.2449869,2.947530907,1.698289696,83.57700205,4.181533881
7.770670391,8647.368921,35185.53499,6.392067511,2.037623066,312.027439,2.396016097,1.493327068,113.8047337,6.238914634
7.22723036,10758.6935,32267.54519,6.947611732,2.058650407,249.3924843,2.758782564,1.715875,123.5691057,6.488399676
5.61245409,9086.496855,31015.08444,3.87230384,1.488152563,248.4679943,2.102027177,2.246724138,54.75806452,6.723915375
5.091598837,10652.99369,34043.29374,1.264240102,2.19871196,228.3007785,2.852480867,1.945398773,65.44197292,4.974648241
7.978307292,8152.693419,33413.05714,20.74589912,2.042819672,223.1765677,2.602774593,3.781967213,190.8017493,11.2088084
6.776981352,9196.312207,36436.7277,8.955181024,2.012183099,249.4364407,3.013386474,2.457900677,116.4530387,7.224832765
7.706673511,4716.770021,28914.52,29.53648374,0.406855204,257.5212982,1.612183596,1.156430041,137.8345865,42.3775913
3.205796154,10983.97982,24132.64647,3.81772067,4.387570093,203.9355828,1.938358523,1.173942042,52.58080808,3.020539394
6.072926448,7039.700855,41466.67521,13.04810448,2.20319403,324.2526132,2.417660528,1.828382148,68.41659152,3.649549123
3.36400209,7891.348929,42141.30129,0.355056391,3.160404441,336.317757,2.95384054,1.981752874,51.4331761,2.572815157
7.538898026,9993.247409,42184.04534,16.35435284,2.059337017,324.597973,2.176621021,1.783549223,106.8884565,7.117202284
7.7897851,9744.295129,29183.93696,10.83614613,2.035700824,215.1396957,2.181824405,1.541461268,101.3440111,5.19769657
6.412949527,4694.281553,19733.41768,36.14799611,0.39266537,97.29700855,1.401953247,0.909484436,209.6254296,43.67732101
5.293676301,12783.46973,27353.45889,11.72526201,2.152974068,208.2767333,1.969298424,1.545933544,92.54901961,4.23030547
4.233144654,9680.196687,40159.73913,3.109824017,2.919174664,286.0655249,2.198151078,2.087704499,48.78732106,4.132075594
6.875214626,11609.18601,28817.65258,2.357071865,2.146352288,186.2319806,2.14928884,1.934448357,84.14732965,4.868864959
7.007686997,11201.18757,35676.81998,3.104959184,2.201104718,241.0601685,2.870732074,1.664989099,55.42253521,2.57055454
3.181958955,10143.58797,23039.71963,9.931588785,2.692543507,183.6677778,2.126553936,1.173942042,57.74871039,0.96188785
6.567157534,6786.304668,26075.7582,24.44012285,2.118320611,230.8790984,2.517869249,1.5317,174.6119048,8.959270208
6.42493865,9023.823038,26462.92127,5.201912065,2.082423313,201.0324675,1.736982179,1.971324784,48.48364008,4.376382452
7.551129296,8865.525368,23952.99471,12.71503606,2.057021014,195.3024793,2.085311716,1.264032452,84.29198683,7.412271375
8.016351351,5656.67101,24352.76176,29.70201342,0.448541176,190.2930649,1.47724193,1.007006048,148.5484536,48.63186801
7.384148418,9556.680672,38114.72269,14.98815126,2.101092437,322.9920213,2.315211129,1.525797872,101.0759669,5.606977987
7.636161765,13452.54559,38388.75327,1.816044273,1.898883806,338.7962697,2.422638871,1.932861635,105.0043541,6.419630372
7.569294964,8399.215054,31368.23656,15.65147651,2.032520776,336.7571235,1.94909691,1.336275416,106.8884565,5.28923201
6.320645833,11663.10994,29902.57939,15.28026961,2.060296736,269.7258225,1.9940886,1.298571429,116.6155914,4.968928105
5.470011025,12715.53971,24312.14443,2.826681367,2.133178392,180.96054,1.885509377,1.503445424,76.47629548,4.222189901
3.21578355,4062.816817,22529.50751,17.72526515,2.236257669,233.7897898,2.223369963,1.941086957,214.5615616,8.504366162
7.087100977,13990.06623,26432.07383,11.90048495,2.132540717,217.1908894,1.963434155,1.255368764,82.46704984,4.301148751
7.956191136,9660.061501,27712.33333,12.40480935,1.895854859,208.8339483,2.178077694,1.937534819,108.1722142,7.822616667
7.515087483,10388.20054,30363.34545,25.1838358,1.744849354,213.1397174,1.97038961,3.201082772,227.3390411,9.433784689
2.707006329,3508.652038,17864.85893,13.6050838,0.163730408,189.9045643,1.709493954,1.120924765,208.3793103,280.1703128
7.686114519,6627.706667,31241.94027,15.59071705,2.037209302,251.5678295,2.120261492,1.991666667,148.6815534,9.11887526
6.15535316,14392.85666,30245.90285,19.53163675,1.775902669,213.1397174,1.965524622,1.924585062,133.2003546,7.668160966
6.180941176,13876.6664,37552.40334,0.470494186,2.28793,280.0502536,2.791619048,2.138085782,39.84154351,3.060376062
7.411594203,13248.60884,28818.61105,7.082464088,2.089089674,197.9863946,1.7926042,1.212142227,111.145917,6.4538542
7.297830189,6370.571429,30043.30915,13.66915371,2.113803056,226.5206271,2.081376758,1.743156934,124.520073,7.02583906
3.205796154,12547.54116,33729.88868,8.08131899,2.230795136,271.2456294,2.287329773,1.875566955,43.61216105,4.132075594
7.411594203,10165.55556,30363.34545,23.307343,2.086183575,212.0018083,1.97038961,1.924585062,70.83653846,4.204906846
7.655695793,13506.08358,29977.71126,1.816044273,1.998296439,212.1846979,1.917045236,1.924585062,75.0672994,4.315363823
6.989466421,9641.82109,40442.43128,13.43090301,2.135499208,299.427762,2.984151899,2.001363636,150.0777311,9.2951693
5.738310038,12928.22676,28822.03656,4.969943274,2.184623044,228.7079327,1.922762706,1.355275229,79.11778846,4.279492736
7.427504119,12550.53456,26605.99757,21.90551389,0.464237668,175.9654776,1.589661491,1.277772374,144.775378,42.3775913
6.182733333,9839.372,42262.5718,11.63270016,2.022047833,328.4300518,2.256431775,1.460853041,97.91090426,5.172804293
5.910603949,4317.132797,27443.28037,19.73319372,0.388311688,222.916,1.832862035,1.143948127,131.1078767,80.4108447
8.09511583,6437.08871,37445.73921,17.23666041,2.115067698,275.527619,2.866813762,2.559161491,154.1666667,9.2951693
6.439665552,10164.06479,28683.31127,12.72651397,1.995642202,186.2319806,2.795436707,2.381948052,182.5580808,10.73188101
7.706595331,4716.770021,23366.70431,23.52958084,1.995635179,221.587269,2.227350902,1.473943662,129.9763636,7.091925734
5.982177914,4584.857143,27443.28037,30.75883495,2.188896104,187.7983871,2.254039153,2.184754673,253.8538462,18.54175258
4.805617174,6637.266547,44194.84272,4.029372624,2.376375105,340.355102,2.881254141,1.394122449,48.78732106,2.238782899
5.70031746,12367.73547,31595.36601,2.348485455,2.199131818,230.1884927,2.087556034,1.945398773,85.87733333,3.935044397
6.206373547,9942.264929,36850.02997,10.11366031,2.100644783,267.9552941,2.993163853,1.895492788,142.4927885,8.657194712
7.907436893,7335.546778,30352.1723,18.82821981,2.047181688,240.9493506,2.268633074,2.111601942,111.2442244,6.077394389
7.147961336,8438.361377,35534.47036,22.54265774,0.419770554,339.6443595,1.899811527,1.183221797,138.9451796,37.81682182
5.046152968,9985.842713,41960.8198,3.781952487,2.150397141,322.8134715,2.417660528,1.668858885,80.11877395,4.765412485
4.941639871,4372.110687,27443.28037,23.52770548,2.197545272,187.7983871,1.893513182,1.86625,149.7734694,7.556884921
7.87381558,9112.306011,25854.98389,10.57932605,2.059198683,190.9614035,2.102752206,3.343786808,102.0025907,4.6872838
7.195458392,10404.31286,27504.19577,8.216805556,2.089417722,217.477918,2.105183235,1.224795501,85.73644252,4.442485785
7.37799169,14613.98615,29113.61367,3.486911357,2.057312,204.4385965,2.017127559,1.558944201,103.521059,5.712440217
4.550171592,11674.32126,31795.06673,11.6092336,2.517497594,294.1530318,1.963450906,1.382135678,41.48598131,4.388919897
3.24351864,6697.953247,45110.40649,0.243678756,2.779652352,341.6673052,3.072758621,2.262132044,35.6869469,2.888653479
3.36400209,7891.348929,45777.01745,-0.481434615,2.863887147,341.6673052,2.986132962,1.753322926,28.64653846,1.722160945
6.462306273,6591.848943,22389.67632,9.643888889,1.847385965,184.5559772,2.173434932,1.905,186.6931217,10.36304233
8.041720311,10647.73784,30277.82131,4.811522727,0.420567568,307.3069853,2.198728393,1.445709459,80.68145957,24.19715765
7.70650369,11484.19742,39225.81181,16.34281638,2.036418919,252.2130996,2.21748181,1.495076651,128.630031,7.417717668
4.007907823,10368.35866,26734.45698,9.931588785,2.766752739,210.3925104,1.931826018,1.084813084,57.74871039,2.946121287
7.730168269,8040.83871,26639.82813,21.59631052,1.720092251,209.1452421,2.681458583,2.245291096,107.5019531,10.24477309
4.495762171,4456.601399,16197.57634,5.987218543,0.410032468,208.3006993,1.694190871,1.120924765,95.2891791,44.57649027
5.50396927,7185.914347,20588.33141,34.6847561,1.899371981,153.9469274,2.103057281,1.403212291,197.5391061,11.15253865
8.109693878,10112.06444,33165.58979,6.11297006,1.936964912,208.5229358,2.932687339,2.58252818,87.52719201,5.313631258
4.047744928,4685.074667,19224.28495,28.866875,0.273618182,210.6102151,1.737089947,1.224314024,154.6688312,176.9266183
6.327431118,5594.715596,22676.03556,13.10923596,2.164078947,169.1874163,2.268507519,2.089671053,158.7752809,8.432734118
7.968326143,6535.0161,33091.49307,21.17962329,2.128542805,210.7585139,2.424899008,2.2725,138.6121739,8.803018519
7.001584786,7085.340782,41982.85714,14.64207273,2.162036364,334.3563969,2.976514722,2.006259542,105.3417015,5.374781032
7.389047619,8251.918919,28022.68919,8.69796875,2.107860465,215.2442396,2.659431881,2.12875,104.6415929,6.257540931
4.928586957,7964.135048,32569.71212,9.315675676,2.22790404,289.8976834,1.791510673,1.284375,65.61389961,5.117306306
4.57677074,9286.955936,36747.07856,6.075826087,2.153848134,289.5975275,2.205592547,1.598316913,65.54263566,3.213917342
7.336527977,10984.90148,23940.95616,9.425782881,2.013245997,199.6489048,2.713921569,2.673024194,70.46845426,5.68254519
7.804498031,6826.716393,29127.17541,21.40004967,2.019232456,231.0847222,2.290719112,3.69968638,178.2321429,10.47908482
7.81724559,8618.61426,28040.16577,13.8723756,2.0545961,228.4517304,2.121334609,1.914285714,101.3440111,5.129427623
6.339073569,7168.25072,39527.6194,7.813958991,2.136198738,331.058209,2.146500423,1.856429856,77.17313433,3.832629851
7.636161765,14927.74737,28788.44737,4.80580292,2.026244681,210.2553542,1.893712051,1.506417275,117.799373,6.043474527
5.582371871,7788.891061,37824.43445,3.933547445,2.787239468,283.264731,2.146504593,2.308903366,93.53528773,3.146169734
4.370074627,9369.819838,42496.83884,2.357350715,2.919174664,338.127081,2.661556474,1.894356343,35.6869469,2.572815157
7.557820359,7976.969977,33399.88543,11.54864286,1.998392857,285.2794457,2.280453972,1.838303859,175.0900693,7.398273764
7.248792453,5692.915094,28448.6717,16.60107843,2.123943396,205.7936803,2.229431764,2.025692841,139.1835664,7.139564685
7.225553145,12279.79045,39909.26024,7.595983702,2.097448347,305.1634981,2.182528263,1.615366705,83.1862631,4.868864959
7.607680851,11735.57872,27100.08298,6.03911435,2.068088377,186.3099788,2.055992925,1.191666667,88.40425532,4.58694208
5.158189961,7813.371492,46024.07903,2.568914328,2.185782866,343.412083,2.650825114,1.748430576,80.11877395,3.424656009
7.977848837,10351.59717,28652.78374,24.23115464,2.023283828,225.3042857,2.811005952,1.5306899,109.5458333,4.494205097
6.477842697,7788.891061,27616.77052,12.2900551,1.996069364,206.6347656,1.976109993,1.659244533,120.8173759,5.60375
5.582371871,12937.75333,28822.03656,4.969943274,2.175788313,186.2319806,2.14928884,1.825832562,78.97047789,4.08247047
7.792562814,8825.427526,32335.95608,17.23803256,2.026254125,336.7571235,1.914754797,1.37041779,108.4356307,6.046668928
7.779119171,8469.464223,26668.55148,14.04746324,1.979423077,209.9794629,2.788756868,3.365686275,174.8164251,11.73540811
8.270593472,8226.817507,28674.44985,8.354100295,1.937905605,208.6091445,2.736053519,2.14730826,104.6415929,6.165627972
7.373413729,14613.98615,29113.61367,3.486911357,2.060941828,210.2553542,2.052774538,2.380966331,91.47368421,4.388950766
7.894449064,6173.484091,21601.41591,25.23934043,1.995635179,168.3068182,1.907674166,2.163609467,129.2163543,5.832250346
7.305236842,10325.83797,38629.38873,7.424397163,2.049710983,311.4556213,2.893536955,1.741086235,94.59161677,4.876865882
7.977577855,13082.72192,32970.88275,6.285393419,2.007922535,225.9292636,2.083460779,1.757986111,77.28983912,4.438996528
7.869333333,8176.696275,27487.01433,10.53792937,1.933090379,223.5183044,2.829017224,2.736619718,154.4810924,7.713349123
6.339073569,13329.19915,30089.8906,19.53163675,2.157243928,247.0897436,1.951991251,1.339340813,116.7344782,6.650352665
5.011383784,4372.110687,16197.57634,5.987218543,2.242781457,142.6906475,2.154938201,3.275331126,96.54528651,7.599538023
7.62759542,7600.33125,28850.8625,14.47767483,2.081013986,208.6091445,2.496538642,2.348247664,188.6824147,10.47908482
8.20078125,8405.199219,34153.7689,13.65050651,1.96732687,262.728281,2.685274142,2.154424399,121.604811,6.988991409
2.72575,10400.28037,42085.73562,0.802560084,2.215109229,340.5907267,2.174489796,1.401436993,27.25664677,1.791754545
5.712526882,9665.936609,26396.34073,11.73272583,1.813866878,201.0324675,1.802915767,1.073433048,180.2939189,12.03674224
5.931264546,6752.135688,21630.36471,24.83978824,2.226471963,163.5105882,2.154938201,1.403212291,176.997543,11.48706647
7.400913043,12063.46304,25172.88913,26.37354348,0.4295,191.7081712,1.589661491,1.494728261,144.775378,40.757634
2.574522822,5344.919893,25526.48669,27.21176364,0.273618182,257.8840304,1.612183596,1.316741742,152.5290179,60.92675983
7.557820359,10985.57521,37734.77401,16.34281638,2.004934087,262.4651685,2.21748181,1.495076651,125.5250836,6.721698361
7.630438413,10268.93625,33399.1771,8.882897801,2.032691854,240.2998819,3.070244898,2.572593801,97.92045455,5.140117284
6.33706,11663.10994,38389.01799,3.594267352,2.185586979,339.7990196,1.856698811,1.43143535,55.93042813,3.110895462
7.090123288,6420.646934,24914.96998,17.32699769,2.171168582,237.5416667,2.758691589,1.633178808,141.0079156,7.139564685
4.00503003,8465.192737,38290.13275,4.91559387,2.205681159,305.1897106,2.919302692,1.554089027,44.35404789,2.228725797
7.539191759,9993.247409,42184.04534,16.35435284,2.059337017,324.597973,2.693873434,2.029207436,171.3392405,10.75391731
7.568412409,8749.365297,41925.0713,10.60131627,2.067512953,301.6194111,2.835294002,2.470610687,131.8276973,7.314272408
7.273855422,10076.89583,32549.91848,6.947611732,2.066132512,238.7345277,2.149253123,2.018547009,103.9706704,5.486024081
